,id,question_number,answer,correct,hint_asked,hint_imposed,hint_ans,hint_correct,answer_before_prompt,time_full,time_after_hint,question_id,game_id,hint_used,changed_answer,changed_to_hint,hint_trusted,correct_ans,wrong_hint_trusted,decepted,question_count
401,402,8,B,0,1,0,A,1.0,,23.199061216088012,13.052827111911029,2556,60,1,,,0.0,A,0.0,,14
402,403,8,B,1,1,0,B,1.0,,24.15781361516565,13.58790931198746,603,60,1,,,1.0,B,0.0,,15
403,404,9,C,1,1,0,C,1.0,,16.086913949111477,9.005953693995252,2864,60,1,,,1.0,C,0.0,,16
404,405,10,B,1,1,0,B,1.0,,56.365438726963475,25.355549084953964,1332,60,1,,,1.0,B,0.0,,17
405,406,11,D,0,1,0,A,1.0,,27.431665256153792,13.935542922932655,865,60,1,,,0.0,A,0.0,,18
406,407,8,B,1,0,0,,,,5.622302735922858,,1176,60,0,,,,B,,,19
407,408,9,B,1,0,1,B,1.0,D,18.182417921023443,9.772550472989678,1246,60,1,1.0,1.0,1.0,B,0.0,0.0,20
408,409,10,B,1,1,0,B,1.0,,8.523625551024452,2.457800541073084,1779,60,1,,,1.0,B,0.0,,21
409,410,11,D,0,1,0,D,0.0,,21.60039406712167,8.933115974999964,1265,60,1,,,1.0,A,1.0,,22
410,411,8,C,1,0,0,,,,6.709623888134956,,480,60,0,,,,C,,,23
411,412,9,A,0,0,1,C,0.0,A,15.738347925944254,6.620594708947465,272,60,1,0.0,0.0,0.0,B,0.0,0.0,24
412,413,8,A,0,0,0,,,,5.755416228901595,,2194,60,0,,,,B,,,25
413,414,8,D,1,1,0,D,1.0,,19.6666339749936,7.838934825034812,2619,60,1,,,1.0,D,0.0,,26
414,415,9,D,1,1,0,C,0.0,,13.379368570167571,2.3045331952162087,2359,60,1,,,0.0,D,0.0,,27
415,416,10,B,1,1,0,B,1.0,,19.462859908118844,9.315196289913729,1831,60,1,,,1.0,B,0.0,,28
416,417,11,C,1,1,0,C,1.0,,27.967674850020558,20.546030919998884,1921,60,1,,,1.0,C,0.0,,29
417,418,12,B,1,1,0,B,1.0,,9.643759043887258,3.78882419411093,319,60,1,,,1.0,B,0.0,,30
418,419,8,A,1,1,0,A,1.0,,3905.4169932331424,3899.222572812112,133,45,1,,,1.0,A,0.0,,10
419,420,9,B,1,0,0,,,,6.554608081933111,,570,45,0,,,,B,,,11
420,421,10,C,1,1,0,D,0.0,,38.716307601192966,31.350115975132212,698,45,1,,,0.0,C,0.0,,12
421,422,11,D,1,0,0,,,,4.883061436004937,,845,45,0,,,,D,,,13
422,423,12,B,1,1,0,B,1.0,,50.11515594716184,46.14640749595128,2650,45,1,,,1.0,B,0.0,,14
423,424,1,B,0,0,0,,,,18.30695991497487,,1100,61,0,,,,A,,,0
424,425,1,B,1,1,0,B,1.0,,31.25058682495728,7.839399982010946,1443,61,1,,,1.0,B,0.0,,1
425,426,2,C,1,1,0,C,1.0,,21.99992995010689,15.765613459981978,107,61,1,,,1.0,C,0.0,,2
426,427,3,D,1,1,0,B,0.0,,28.91103971004486,17.660074119921774,1061,61,1,,,0.0,D,0.0,,3
427,428,4,D,1,1,0,D,1.0,,23.800296699162573,13.908906300086528,2623,61,1,,,1.0,D,0.0,,4
428,429,5,C,1,1,0,C,1.0,,20.982979871099815,10.246780615998432,2263,61,1,,,1.0,C,0.0,,5
429,430,6,B,1,1,0,B,1.0,,23.09371392801404,13.990804191911593,148,61,1,,,1.0,B,0.0,,6
430,431,7,A,1,1,0,A,1.0,,17.014353479957208,4.153247691923752,729,61,1,,,1.0,A,0.0,,7
431,432,8,B,1,0,0,,,,12.536934410920367,,2583,61,0,,,,B,,,8
432,433,9,A,1,0,0,,,,7.669908266048878,,1780,61,0,,,,A,,,9
433,434,10,B,1,1,0,B,1.0,,21.386229176074266,13.681861970108002,1531,61,1,,,1.0,B,0.0,,10
434,435,11,C,0,1,0,C,0.0,,14.89564386708662,7.382667634868994,123,61,1,,,1.0,B,1.0,,11
435,436,8,B,1,1,0,B,1.0,,10.009439803892747,3.0298938062042,1592,61,1,,,1.0,B,0.0,,12
436,437,9,C,1,1,0,C,1.0,,14.411377026000991,5.522996821906418,69,61,1,,,1.0,C,0.0,,13
437,438,10,C,1,0,0,,,,25.075306105893105,,91,61,0,,,,C,,,14
438,439,11,A,1,1,0,C,0.0,,50.32419212395325,25.74531739903614,1781,61,1,,,0.0,A,0.0,,15
439,440,12,D,1,0,1,B,0.0,D,54.14971003611572,38.12011438701302,2187,61,1,0.0,0.0,0.0,D,0.0,0.0,16
440,441,1,C,1,0,0,,,,6.3902636610437185,,1399,65,0,,,,C,,,0
441,442,2,B,0,0,0,,,,6.915894279023632,,1405,65,0,,,,C,,,1
442,443,1,C,0,1,0,C,0.0,,16.72064937488176,9.362463745987043,668,65,1,,,1.0,B,1.0,,2
443,444,1,C,1,1,0,C,1.0,,23.24924027500674,16.15200945083052,323,65,1,,,1.0,C,0.0,,3
444,445,2,D,1,1,0,D,1.0,,15.388620127923787,7.819106583017856,2337,65,1,,,1.0,D,0.0,,4
445,446,3,A,1,0,0,,,,12.381324540823698,,1228,65,0,,,,A,,,5
446,447,4,B,1,1,0,B,1.0,,34.9108441430144,20.646523247938603,1592,65,1,,,1.0,B,0.0,,6
447,448,1,D,0,1,0,D,0.0,,110.85166414896958,85.30476306704804,681,64,1,,,1.0,B,1.0,,0
448,449,5,B,1,1,0,B,1.0,,12.173356191022322,7.328303148970008,2949,65,1,,,1.0,B,0.0,,7
449,450,6,C,1,1,0,C,1.0,,39.89890488097444,34.8499498909805,2290,65,1,,,1.0,C,0.0,,8
450,451,7,C,1,1,0,C,1.0,,14.150369253009558,3.027415192918852,557,65,1,,,1.0,C,0.0,,9
451,452,8,C,1,1,0,C,1.0,,35.65599395008758,28.91837040381506,2978,65,1,,,1.0,C,0.0,,10
452,453,9,A,1,1,0,B,0.0,,33.88783121295273,26.365537130041048,2469,65,1,,,0.0,A,0.0,,11
453,454,10,C,1,1,0,C,1.0,,36.50833362899721,14.499996325932443,2978,65,1,,,1.0,C,0.0,,12
454,455,11,A,1,1,0,A,1.0,,48.15818650810979,40.30712266708724,2537,65,1,,,1.0,A,0.0,,13
455,456,12,A,1,1,0,D,0.0,,22.76272759307176,15.945775608997792,3016,65,1,,,0.0,A,0.0,,14
456,457,1,D,1,1,0,D,1.0,,78.41939581884071,32.20320853102021,1774,66,1,,,1.0,D,0.0,,0
457,458,2,D,0,1,0,D,0.0,,17.700102920876816,5.713748591952026,314,66,1,,,1.0,C,1.0,,1
458,459,1,B,1,0,0,,,,13.287205450003967,,2271,67,0,,,,B,,,0
459,460,2,B,1,1,0,B,1.0,,86.95035211299546,70.04900125018321,2329,67,1,,,1.0,B,0.0,,1
460,461,3,D,1,1,0,D,1.0,,14.907988792983815,5.340961151057854,119,67,1,,,1.0,D,0.0,,2
461,462,4,A,1,1,0,B,0.0,,73.21805202402174,66.07403756398708,2344,67,1,,,0.0,A,0.0,,3
462,463,5,B,1,1,0,B,1.0,,51.642598203150555,42.00198056991212,153,67,1,,,1.0,B,0.0,,4
463,464,6,C,1,1,0,D,0.0,,81.15594250499271,39.37954366393387,1728,67,1,,,0.0,C,0.0,,5
464,465,1,C,1,1,0,C,1.0,,41.92876542103477,33.245235964190215,2021,68,1,,,1.0,C,0.0,,0
465,466,2,A,0,1,0,D,0.0,,47.53316358407028,35.77234682091512,2350,68,1,,,0.0,C,0.0,,1
466,467,1,C,1,1,0,C,1.0,,20.107587527949363,12.921671427087858,1679,68,1,,,1.0,C,0.0,,2
467,468,2,C,0,0,1,C,0.0,B,25.30583102698438,14.873311653034762,151,68,1,1.0,1.0,1.0,B,1.0,1.0,3
468,469,1,C,1,0,0,,,,9.352047815918922,,2795,68,0,,,,C,,,4
469,470,2,D,1,1,0,D,1.0,,14.482792824972421,6.721192216034979,2998,68,1,,,1.0,D,0.0,,5
470,471,3,D,0,0,1,B,1.0,C,25.15315030491911,4.381846725940704,1206,68,1,1.0,0.0,0.0,B,0.0,0.0,6
471,472,3,D,1,0,0,,,,14.204725604970008,,1611,68,0,,,,D,,,7
472,473,4,C,1,0,0,,,,7.752918467856944,,882,68,0,,,,C,,,8
473,474,5,B,0,0,1,B,0.0,C,47.10178586700931,40.578621385851875,1368,68,1,1.0,1.0,1.0,C,1.0,1.0,9
474,475,3,D,0,0,0,,,,22.856320777209476,,1694,68,0,,,,C,,,10
475,476,3,A,1,0,0,,,,6.436783165903762,,511,68,0,,,,A,,,11
476,477,4,D,1,1,0,D,1.0,,16.18551866407506,9.293279570061713,2751,68,1,,,1.0,D,0.0,,12
477,478,5,C,1,1,0,C,1.0,,21.625761118950322,16.31129225110635,141,68,1,,,1.0,C,0.0,,13
478,479,6,B,1,0,1,B,1.0,A,25.559144509024918,15.601106254849583,1629,68,1,1.0,1.0,1.0,B,0.0,0.0,14
479,480,7,C,1,0,1,B,0.0,C,13.64399167499505,8.757132400991395,169,68,1,0.0,0.0,0.0,C,0.0,0.0,15
480,481,8,C,1,0,1,D,0.0,C,7.711960854008794,2.186950884060934,2908,68,1,0.0,0.0,0.0,C,0.0,0.0,16
481,482,9,C,0,0,1,A,0.0,C,16.076452772133052,10.247587985824794,2972,68,1,0.0,0.0,0.0,B,0.0,0.0,17
482,483,8,C,1,0,1,C,1.0,A,12.12460017297417,4.5619012718088925,1122,68,1,1.0,1.0,1.0,C,0.0,0.0,18
483,484,9,D,1,0,0,,,,4.140501769026741,,1636,68,0,,,,D,,,19
484,485,10,C,1,0,0,,,,7.334382356144488,,2436,68,0,,,,C,,,20
485,486,11,B,0,1,0,B,0.0,,13.337219850160182,6.06772108678706,2118,68,1,,,1.0,C,1.0,,21
486,487,8,A,0,0,1,A,0.0,C,12.430039067054167,5.346404933836311,2985,68,1,1.0,1.0,1.0,C,1.0,1.0,22
487,488,8,A,0,0,1,C,1.0,A,10.647954476065934,2.8271783250384033,1803,68,1,0.0,0.0,0.0,C,0.0,0.0,23
488,489,8,C,0,0,1,A,1.0,C,6.1848354721441865,2.9482789980247617,2938,68,1,0.0,0.0,0.0,A,0.0,0.0,24
489,490,8,C,0,0,1,A,1.0,D,9.361190012888983,4.38725203787908,1672,68,1,1.0,0.0,0.0,A,0.0,0.0,25
490,491,8,C,1,0,0,,,,4.936875496990979,,1504,68,0,,,,C,,,26
491,492,9,D,1,0,1,A,0.0,D,13.536748982034624,8.131410730071366,119,68,1,0.0,0.0,0.0,D,0.0,0.0,27
492,493,10,B,1,0,0,,,,5.596947619924322,,889,68,0,,,,B,,,28
493,494,11,A,0,0,0,,,,11.309676501899958,,1055,68,0,,,,B,,,29
494,495,8,A,0,0,0,,,,9.435538695892319,,1328,68,0,,,,B,,,30
495,496,8,C,1,0,0,,,,4.149502132087946,,226,68,0,,,,C,,,31
496,497,9,B,1,0,1,C,0.0,B,10.639349519042298,2.004907652968541,1109,68,1,0.0,0.0,0.0,B,0.0,0.0,32
497,498,10,B,1,0,0,,,,12.19818163011223,,951,68,0,,,,B,,,33
498,499,11,A,1,0,1,B,0.0,A,17.59616745193489,4.906461172970012,1586,68,1,0.0,0.0,0.0,A,0.0,0.0,34
499,500,12,B,1,0,0,,,,7.1369255350437015,,1779,68,0,,,,B,,,35
500,501,1,B,1,1,0,B,1.0,,35.36945028696209,23.64738541492261,165,69,1,,,1.0,B,0.0,,0
501,502,2,A,1,0,0,,,,4.678376829950139,,2470,69,0,,,,A,,,1
502,503,3,A,0,0,1,C,1.0,A,18.666686793090776,10.193458382040262,679,69,1,0.0,0.0,0.0,C,0.0,0.0,2
503,504,3,C,1,0,1,B,0.0,C,7.943641782971099,2.523613062920049,1459,69,1,0.0,0.0,0.0,C,0.0,0.0,3
504,505,4,C,1,0,0,,,,3.7556771081872284,,1446,69,0,,,,C,,,4
505,506,5,C,1,0,1,A,0.0,C,10.905949043808505,6.262788125080988,1395,69,1,0.0,0.0,0.0,C,0.0,0.0,5
506,507,6,A,0,0,1,B,1.0,A,8.887040915898979,1.5035040669608861,1084,69,1,0.0,0.0,0.0,B,0.0,0.0,6
507,508,3,B,1,0,0,,,,13.858380444115028,,760,69,0,,,,B,,,7
508,509,4,B,1,0,1,C,0.0,B,6.926552668912336,2.1928842950146645,25,69,1,0.0,0.0,0.0,B,0.0,0.0,8
509,510,5,A,1,0,1,C,0.0,A,5.257787314010784,1.487982123857364,2740,69,1,0.0,0.0,0.0,A,0.0,0.0,9
510,511,6,B,0,0,0,,,,13.737259969115257,,2,69,0,,,,D,,,10
511,512,3,C,1,0,0,,,,5.257647098973393,,3002,69,0,,,,C,,,11
512,513,4,D,1,0,1,B,0.0,D,5.348878056975082,2.124964214861393,1665,69,1,0.0,0.0,0.0,D,0.0,0.0,12
513,514,5,B,0,1,0,D,1.0,,16.095343504101038,7.495732529088855,1075,69,1,,,0.0,D,0.0,,13
514,515,3,C,0,0,1,B,1.0,C,8.680234025930986,1.6537261889316142,1392,69,1,0.0,0.0,0.0,B,0.0,0.0,14
515,516,3,D,1,0,1,C,0.0,D,6.742701466195285,1.449153529945761,919,69,1,0.0,0.0,0.0,D,0.0,0.0,15
516,517,4,D,1,0,0,,,,4.628518683137372,,2977,69,0,,,,D,,,16
517,518,5,C,1,1,0,C,1.0,,7.420195518992841,1.932665000203997,2984,69,1,,,1.0,C,0.0,,17
518,519,6,C,1,0,0,,,,3.6841202438808978,,1269,69,0,,,,C,,,18
519,520,7,D,1,0,0,,,,6.59394411300309,,2409,69,0,,,,D,,,19
520,521,8,B,1,0,0,,,,8.073653618106619,,525,69,0,,,,B,,,20
521,522,9,A,1,0,0,,,,4.21514227706939,,2130,69,0,,,,A,,,21
522,523,10,A,1,1,0,A,1.0,,13.135738583048806,8.421982089988887,2432,69,1,,,1.0,A,0.0,,22
523,524,11,C,1,0,1,D,0.0,C,5.912109550088644,2.2648673912044615,1351,69,1,0.0,0.0,0.0,C,0.0,0.0,23
524,525,12,C,1,0,1,A,0.0,C,6.494888682151213,1.7077348760794848,91,69,1,0.0,0.0,0.0,C,0.0,0.0,24
525,526,1,C,0,1,0,C,0.0,,17.3277249049861,9.046156765893102,2457,70,1,,,1.0,D,1.0,,0
526,527,1,B,1,1,0,B,1.0,,33.14625191804953,23.884170872857794,748,71,1,,,1.0,B,0.0,,0
527,528,2,D,1,1,0,D,1.0,,87.51653281110339,71.23809688002802,446,71,1,,,1.0,D,0.0,,1
528,529,3,B,0,1,0,B,0.0,,41.74919389281422,24.292772585060447,881,71,1,,,1.0,A,1.0,,2
529,530,3,C,0,1,0,C,0.0,,39.29802063992247,22.890934088965878,870,71,1,,,1.0,A,1.0,,3
530,531,3,C,0,1,0,C,0.0,,30.71566969086416,12.17139600100927,2733,71,1,,,1.0,D,1.0,,4
531,532,3,C,1,0,0,,,,15.54442674596794,,357,71,0,,,,C,,,5
532,533,4,B,1,1,0,B,1.0,,36.96651852200739,16.554024297976866,2647,71,1,,,1.0,B,0.0,,6
533,534,5,D,1,0,1,C,0.0,D,24.578187049133703,11.930981218116358,2638,71,1,0.0,0.0,0.0,D,0.0,0.0,7
534,535,6,A,1,1,0,B,0.0,,93.58628323604353,79.55774219310842,1672,71,1,,,0.0,A,0.0,,8
535,536,7,C,1,0,0,,,,7.853446166031063,,3004,71,0,,,,C,,,9
536,537,8,B,1,0,1,C,0.0,B,30.700138282962143,5.004678471945226,2099,71,1,0.0,0.0,0.0,B,0.0,0.0,10
537,538,9,D,1,0,1,B,0.0,D,70.35968431201763,7.780705258017406,2958,71,1,0.0,0.0,0.0,D,0.0,0.0,11
538,539,10,C,1,1,0,D,0.0,,65.89845847897232,47.99803191702813,1048,71,1,,,0.0,C,0.0,,12
539,540,11,D,1,1,0,A,0.0,,15.44803832191974,5.942609217017889,746,71,1,,,0.0,D,0.0,,13
540,541,12,B,1,1,0,B,1.0,,58.24420987209305,5.137123685097322,747,71,1,,,1.0,B,0.0,,14
541,542,1,B,1,0,0,,,,14.601759281940758,,2565,72,0,,,,B,,,0
542,543,2,A,0,1,0,C,0.0,,33.12275268184021,18.79926022607833,280,72,1,,,0.0,D,0.0,,1
543,544,1,C,1,0,1,B,0.0,C,26.824086748994887,18.568342942046,538,74,1,0.0,0.0,0.0,C,0.0,0.0,0
544,545,1,A,1,1,0,A,1.0,,21.813176419818774,13.461050725076348,2144,75,1,,,1.0,A,0.0,,0
545,546,2,B,1,1,0,B,1.0,,16.805641087004915,9.062204243149608,2644,75,1,,,1.0,B,0.0,,1
546,547,3,B,1,0,1,A,0.0,B,30.746485718060285,25.698869860963896,2955,75,1,0.0,0.0,0.0,B,0.0,0.0,2
547,548,4,D,1,1,0,D,1.0,,20.406736188102514,11.906030267942697,378,75,1,,,1.0,D,0.0,,3
548,549,5,A,1,1,0,A,1.0,,39.136263887863606,9.930251779966056,2249,75,1,,,1.0,A,0.0,,4
549,550,6,B,1,1,0,B,1.0,,24.059561943169683,20.02354144700803,505,75,1,,,1.0,B,0.0,,5
550,551,7,B,1,0,0,,,,11.391446765046567,,1411,75,0,,,,B,,,6
551,552,8,A,1,1,0,A,1.0,,35.62986375903711,29.901480808854103,471,75,1,,,1.0,A,0.0,,7
552,553,9,A,1,1,0,A,1.0,,15.989172695903108,9.84532624995336,637,75,1,,,1.0,A,0.0,,8
553,554,10,C,1,0,0,,,,6.412198979174718,,502,75,0,,,,C,,,9
554,555,11,A,1,1,0,A,1.0,,17.5113021240104,8.381929464871064,2469,75,1,,,1.0,A,0.0,,10
555,556,12,A,1,0,1,C,0.0,A,24.07759865419939,18.31862359191291,1887,75,1,0.0,0.0,0.0,A,0.0,0.0,11
556,557,1,A,1,1,0,D,0.0,,59.63140513608232,52.28615256212652,385,76,1,,,0.0,A,0.0,,0
557,558,2,D,0,1,0,D,0.0,,36.08296885504387,29.659840756095946,645,76,1,,,1.0,B,1.0,,1
558,559,1,B,1,1,0,B,1.0,,58.959882421884686,56.52717020898126,2914,76,1,,,1.0,B,0.0,,2
559,560,2,B,1,1,0,D,0.0,,25.81641931901686,22.144522375892848,41,76,1,,,0.0,B,0.0,,3
560,561,3,B,1,1,0,D,0.0,,18.228444721084088,13.991688747890294,1252,76,1,,,0.0,B,0.0,,4
561,562,4,B,1,1,0,B,1.0,,27.399835780030116,23.658631133148447,2324,76,1,,,1.0,B,0.0,,5
562,563,5,C,1,1,0,C,1.0,,27.35425383481197,18.218723580008373,880,76,1,,,1.0,C,0.0,,6
563,564,6,A,1,1,0,A,1.0,,44.494402362033725,39.137915425002575,2156,76,1,,,1.0,A,0.0,,7
564,565,1,D,0,0,0,,,,9.340756208170205,,1311,77,0,,,,C,,,0
565,566,1,A,0,0,0,,,,7.262263880111277,,1741,77,0,,,,B,,,1
566,567,1,C,0,0,0,,,,9.241974757052958,,770,77,0,,,,A,,,2
567,568,1,C,1,0,1,D,0.0,C,22.861376349115744,15.041590644046664,740,77,1,0.0,0.0,0.0,C,0.0,0.0,3
568,569,2,B,0,0,1,C,1.0,B,14.546566752018407,6.348409241065383,2398,77,1,0.0,0.0,0.0,C,0.0,0.0,4
569,570,1,A,1,0,0,,,,5.7403632218483835,,1539,77,0,,,,A,,,5
570,571,2,D,0,0,1,C,1.0,D,8.871203850954771,2.551403633086011,2562,77,1,0.0,0.0,0.0,C,0.0,0.0,6
571,572,1,B,0,0,0,,,,30.61128263291903,,2350,77,0,,,,C,,,7
572,573,1,A,0,0,0,,,,6.416160762077197,,2889,77,0,,,,B,,,8
573,574,1,D,1,0,1,A,0.0,D,14.976429797941819,7.508196844020858,23,77,1,0.0,0.0,0.0,D,0.0,0.0,9
574,575,2,D,1,1,0,D,1.0,,27.01326332986355,7.737755139125511,26,77,1,,,1.0,D,0.0,,10
575,576,3,B,0,1,0,B,0.0,,17.17686288501136,6.717583911027759,2697,77,1,,,1.0,C,1.0,,11
576,577,3,C,0,0,1,D,1.0,C,12.202965416945517,2.1314166109077632,1912,77,1,0.0,0.0,0.0,D,0.0,0.0,12
577,578,3,A,0,0,1,B,0.0,A,11.014875432942063,2.3487330379430205,2450,77,1,0.0,0.0,0.0,D,0.0,0.0,13
578,579,3,D,1,0,1,B,0.0,D,12.99099324294366,2.056863313075155,782,77,1,0.0,0.0,0.0,D,0.0,0.0,14
579,580,4,B,1,1,0,B,1.0,,17.454367940081283,9.303656437899917,669,77,1,,,1.0,B,0.0,,15
580,581,5,D,0,0,0,,,,5.963724561966956,,902,77,0,,,,A,,,16
581,582,3,D,0,0,1,B,1.0,D,12.321074549807236,1.8070096338633448,2065,77,1,0.0,0.0,0.0,B,0.0,0.0,17
582,583,3,A,0,0,1,B,1.0,A,17.673584546195343,1.7170909740962088,2188,77,1,0.0,0.0,0.0,B,0.0,0.0,18
583,584,3,A,1,0,0,,,,12.290451252833009,,2834,77,0,,,,A,,,19
584,585,4,A,0,0,0,,,,7.801880097948015,,2042,77,0,,,,B,,,20
585,586,7,B,1,1,0,C,0.0,,567.541800621897,542.9517601120751,813,76,1,,,0.0,B,0.0,,8
586,587,3,A,1,0,0,,,,3.729193725856021,,430,77,0,,,,A,,,21
587,588,4,B,1,0,1,D,0.0,B,7.100538416067138,2.1804856690578163,1135,77,1,0.0,0.0,0.0,B,0.0,0.0,22
588,589,5,B,0,0,1,C,1.0,B,13.53584606689401,1.9800763509701937,2234,77,1,0.0,0.0,0.0,C,0.0,0.0,23
589,590,8,B,1,1,0,B,1.0,,11.489793885033578,6.056172608863562,1704,76,1,,,1.0,B,0.0,,9
590,591,3,D,0,0,1,C,1.0,D,14.28550872206688,1.8100648480467498,821,77,1,0.0,0.0,0.0,C,0.0,0.0,24
591,592,3,B,1,0,0,,,,6.823569884058088,,1197,77,0,,,,B,,,25
592,593,9,D,1,1,0,D,1.0,,22.221553839975968,17.67977518797852,1119,76,1,,,1.0,D,0.0,,10
593,594,4,B,1,0,0,,,,7.400954869110137,,2413,77,0,,,,B,,,26
594,595,10,C,1,1,0,A,0.0,,8.435289785033092,5.19403431401588,244,76,1,,,0.0,C,0.0,,11
595,596,5,D,1,0,1,D,1.0,B,10.696414266014472,4.787248163949698,2751,77,1,1.0,1.0,1.0,D,0.0,0.0,27
596,597,11,A,0,1,0,A,0.0,,15.888338046846911,12.076528287027031,898,76,1,,,1.0,C,1.0,,12
597,598,6,B,1,0,1,B,1.0,D,23.27434783685021,6.413684204919264,2856,77,1,1.0,1.0,1.0,B,0.0,0.0,28
598,599,7,B,1,1,0,B,1.0,,12.50032576196827,2.471483723958954,2845,77,1,,,1.0,B,0.0,,29
599,600,8,C,1,0,1,C,1.0,A,15.898489005165175,3.992228864924982,549,77,1,1.0,1.0,1.0,C,0.0,0.0,30
600,601,9,D,0,0,1,D,0.0,B,25.63900171313435,7.258497918955982,1444,77,1,1.0,1.0,1.0,B,1.0,1.0,31
601,602,8,B,0,0,0,,,,8.297673434019089,,1466,77,0,,,,C,,,32
602,603,8,D,0,0,1,D,0.0,B,9.681184048997238,2.3470131349749863,1931,77,1,1.0,1.0,1.0,B,1.0,1.0,33
603,604,8,B,0,0,1,B,0.0,D,11.05399935808964,3.4105970771051943,1490,77,1,1.0,1.0,1.0,C,1.0,0.0,34
604,605,8,C,1,0,0,,,,5.686422539874911,,2880,77,0,,,,C,,,35
605,606,9,B,0,0,0,,,,9.32692601904273,,703,77,0,,,,A,,,36
606,607,8,C,1,0,1,D,0.0,C,1442.0647661311086,9.40275522111915,684,77,1,0.0,0.0,0.0,C,0.0,0.0,37
607,608,9,B,1,0,0,,,,4.7067133381497115,,3028,77,0,,,,B,,,38
608,609,10,C,1,0,1,D,0.0,C,46.62320405803621,4.991365593858063,2909,77,1,0.0,0.0,0.0,C,0.0,0.0,39
609,610,11,B,0,1,0,B,0.0,,28.280220740940422,12.400479160947725,2786,77,1,,,1.0,D,1.0,,40
610,611,8,A,0,0,0,,,,14.917964900145307,,211,77,0,,,,C,,,41
611,612,8,B,1,0,1,D,0.0,B,7.096351069165394,2.0233470890671015,609,77,1,0.0,0.0,0.0,B,0.0,0.0,42
612,613,9,D,0,0,0,,,,10.48575578792952,,2857,77,0,,,,B,,,43
613,614,8,A,1,0,0,,,,9.527412676019594,,1469,77,0,,,,A,,,44
614,615,9,A,1,0,0,,,,6.348399014910683,,903,77,0,,,,A,,,45
615,616,10,A,0,0,0,,,,10.499095106031746,,1590,77,0,,,,C,,,46
616,617,1,C,0,1,0,C,0.0,,28.87618502904661,14.904441629070789,2924,78,1,,,1.0,B,1.0,,0
617,618,8,D,0,0,0,,,,2884.560554900905,,2912,77,0,,,,B,,,47
618,619,8,B,1,0,1,B,1.0,D,12.52148410701193,2.681185496971011,2891,77,1,1.0,1.0,1.0,B,0.0,0.0,48
619,620,9,C,0,0,1,C,0.0,A,18.26048818603158,3.8622931090649217,1959,77,1,1.0,1.0,1.0,B,1.0,0.0,49
620,621,8,B,0,0,0,,,,8.179670050973073,,2475,77,0,,,,A,,,50
621,622,8,A,0,0,1,A,0.0,B,15.32055896287784,7.531448853202164,2606,77,1,1.0,1.0,1.0,B,1.0,1.0,51
622,623,8,B,1,0,1,D,0.0,B,8.019822268979624,2.10905648721382,2480,77,1,0.0,0.0,0.0,B,0.0,0.0,52
623,624,9,C,1,0,0,,,,5.776007526088506,,2312,77,0,,,,C,,,53
624,625,10,A,0,0,1,C,0.0,A,20.759008777095005,1.614541192073375,1347,77,1,0.0,0.0,0.0,D,0.0,0.0,54
625,626,8,C,1,0,0,,,,10.391745710978284,,1248,77,0,,,,C,,,55
626,627,9,C,0,0,0,,,,9.825106553034857,,1896,77,0,,,,B,,,56
627,628,8,A,1,0,1,D,0.0,A,10.407416568836197,1.6316495870705694,1228,77,1,0.0,0.0,0.0,A,0.0,0.0,57
628,629,9,D,0,0,0,,,,5.586278384085745,,2775,77,0,,,,C,,,58
629,630,1,A,1,0,0,,,,12.242926873033866,,1553,73,0,,,,A,,,0
630,631,2,B,1,1,0,B,1.0,,32.821511845104396,24.835798823973164,2991,73,1,,,1.0,B,0.0,,1
631,632,3,A,0,0,1,A,0.0,D,23.266495140036568,13.020096553023905,1214,73,1,1.0,1.0,1.0,D,1.0,1.0,2
632,633,3,D,0,0,1,D,0.0,C,12.44247435987927,6.926717791007832,2377,73,1,1.0,1.0,1.0,C,1.0,1.0,3
633,634,3,B,1,1,0,B,1.0,,15.068912483053282,2.7428058481309563,1928,73,1,,,1.0,B,0.0,,4
634,635,4,D,1,0,1,D,1.0,C,23.06048748618923,15.085367663996294,2942,73,1,1.0,1.0,1.0,D,0.0,0.0,5
635,636,5,D,0,0,1,D,0.0,A,112.42418033792637,77.83711430616677,2074,73,1,1.0,1.0,1.0,A,1.0,1.0,6
636,637,3,D,0,0,0,,,,13.32469307212159,,2149,73,0,,,,B,,,7
637,638,3,A,0,1,0,A,0.0,,20.779920413857326,2.6804436510428786,1329,73,1,,,1.0,C,1.0,,8
638,639,3,C,1,0,1,D,0.0,C,15.814300225814804,9.400762643199414,2462,73,1,0.0,0.0,0.0,C,0.0,0.0,9
639,640,4,B,1,0,1,B,1.0,A,24.274803567910567,6.794228338869289,1010,73,1,1.0,1.0,1.0,B,0.0,0.0,10
640,641,5,A,0,1,0,A,0.0,,26.87560571404174,5.678057637065649,2648,73,1,,,1.0,C,1.0,,11
641,642,3,D,1,0,1,D,1.0,B,24.783110240008682,15.196573449065909,623,73,1,1.0,1.0,1.0,D,0.0,0.0,12
642,643,4,B,1,0,1,B,1.0,A,20.96240644901991,8.247302788076922,2857,73,1,1.0,1.0,1.0,B,0.0,0.0,13
643,644,5,D,1,0,0,,,,18.007927362807095,,247,73,0,,,,D,,,14
644,645,6,B,0,0,1,B,0.0,A,38.746584774926305,14.949600479798391,1453,73,1,1.0,1.0,1.0,A,1.0,1.0,15
645,646,3,C,1,0,0,,,,9.649577051168308,,2716,73,0,,,,C,,,16
