,id,question_number,answer,correct,hint_asked,hint_imposed,hint_ans,hint_correct,answer_before_prompt,time_full,time_after_hint,timestamp,question_id,game_id,hint_used,changed_answer,changed_to_hint,inline,correct_ans,decepted,question_count
481,507,10,A,0,0,1,B,1.0,A,7.9880700167268515,1.3791759684681892,2023-09-14 09:14:08.142882,2329,60,1,0.0,0.0,0.0,B,0.0,30
482,508,8,C,1,0,1,A,0.0,C,9.031801120378077,1.505761750973761,2023-09-14 09:14:19.992335,2398,60,1,0.0,0.0,0.0,C,0.0,31
483,509,9,D,1,1,0,D,1.0,,15.174578200094402,5.60988400131464,2023-09-14 09:14:35.227824,405,60,1,,,1.0,D,,32
484,510,10,A,1,0,0,,,,7.502930655144155,,2023-09-14 09:14:42.802451,2309,60,0,,,,A,,33
485,511,3,C,1,1,0,A,0.0,,68.15002914890647,15.550199906341732,2023-09-14 09:14:47.607602,445,62,1,,,0.0,C,,2
486,512,11,B,0,0,1,D,1.0,B,11.08259638492018,5.028120242059231,2023-09-14 09:14:53.977323,1237,60,1,0.0,0.0,0.0,D,0.0,34
487,513,8,A,0,0,0,,,,11.824674930423498,,2023-09-14 09:15:07.879940,1651,60,0,,,,B,,35
488,514,8,B,1,0,1,A,0.0,B,6.362338257022202,1.7560858381912112,2023-09-14 09:15:16.138367,2858,60,1,0.0,0.0,0.0,B,0.0,36
489,515,9,C,0,0,1,B,1.0,C,10.4898665798828,1.4217223795130849,2023-09-14 09:15:26.740252,1658,60,1,0.0,0.0,0.0,B,0.0,37
490,516,8,A,1,0,1,B,0.0,A,11.143012795597315,3.080613744445145,2023-09-14 09:15:39.564788,131,60,1,0.0,0.0,0.0,A,0.0,38
491,517,9,D,1,0,0,,,,5.778790507465601,,2023-09-14 09:15:45.435593,2335,60,0,,,,D,,39
492,518,10,D,0,0,1,B,0.0,D,11.250613142736256,2.2270098961889744,2023-09-14 09:15:56.759977,1485,60,1,0.0,0.0,0.0,A,0.0,40
493,519,8,A,0,0,0,,,,7.486857709474862,,2023-09-14 09:16:05.935355,2560,60,0,,,,B,,41
494,520,8,A,1,0,1,D,0.0,A,11.68428888451308,1.6033079475164413,2023-09-14 09:16:19.940257,814,60,1,0.0,0.0,0.0,A,0.0,42
495,521,9,A,1,0,1,D,0.0,A,6.435433367267251,1.6990060480311513,2023-09-14 09:16:26.434283,2475,60,1,0.0,0.0,0.0,A,0.0,43
496,522,10,D,1,1,0,D,1.0,,8.880286391824484,1.8794953105971217,2023-09-14 09:16:35.393415,2793,60,1,,,1.0,D,,44
497,523,1,C,1,1,0,C,1.0,,12.554252310656011,5.086566058918834,2023-09-14 09:16:39.848488,558,63,1,,,1.0,C,,0
498,524,2,A,0,0,0,,,,7.041337279602885,,2023-09-14 09:16:46.964048,2894,63,0,,,,C,,1
499,525,1,B,1,0,0,,,,5.343929544091225,,2023-09-14 09:16:55.533631,2684,63,0,,,,B,,2
500,526,2,C,1,0,1,C,1.0,B,7.0768550699576735,2.3586644269526005,2023-09-14 09:17:02.689986,2491,63,1,1.0,1.0,1.0,C,0.0,3
501,527,11,D,1,0,0,,,,27.714186687022448,,2023-09-14 09:17:03.182973,2643,60,0,,,,D,,45
502,528,12,B,1,1,0,B,1.0,,8.344300177879632,2.25240296125412,2023-09-14 09:17:11.608900,1097,60,1,,,1.0,B,,46
503,529,3,D,1,0,0,,,,11.652800871059299,,2023-09-14 09:17:14.446138,192,63,0,,,,D,,4
504,530,4,A,0,0,0,,,,6.985796829685569,,2023-09-14 09:17:21.508608,2658,63,0,,,,B,,5
505,531,3,A,0,0,1,A,0.0,C,6.8587927939370275,3.2192479511722922,2023-09-14 09:17:29.565529,1027,63,1,1.0,1.0,1.0,D,0.0,6
506,532,3,C,1,0,1,C,1.0,D,7.14880209043622,2.169351577758789,2023-09-14 09:17:39.172009,676,63,1,1.0,1.0,1.0,C,0.0,7
507,533,4,C,0,0,1,C,0.0,B,8.872904201038182,2.405576470308006,2023-09-14 09:17:48.131409,1305,63,1,1.0,1.0,1.0,B,1.0,8
508,534,3,B,0,0,0,,,,6.944395452737808,,2023-09-14 09:17:56.798303,1354,63,0,,,,A,,9
509,535,3,C,1,0,1,C,1.0,A,6.88345817103982,2.7949214559048414,2023-09-14 09:18:04.866165,2797,63,1,1.0,1.0,1.0,C,0.0,10
510,536,4,C,1,0,1,C,1.0,D,6.980266309343278,2.524595289491117,2023-09-14 09:18:11.910296,2589,63,1,1.0,1.0,1.0,C,0.0,11
511,537,5,D,0,0,0,,,,4.918002652935684,,2023-09-14 09:18:16.891695,533,63,0,,,,C,,12
512,538,3,B,1,0,0,,,,6.904847126454115,,2023-09-14 09:18:24.892718,2347,63,0,,,,B,,13
513,539,4,C,0,0,1,C,0.0,A,18.149641878902912,4.665953854098916,2023-09-14 09:18:43.168164,2632,63,1,1.0,1.0,1.0,A,1.0,14
514,540,3,B,0,0,0,,,,3.8541155932471156,,2023-09-14 09:18:48.191590,1734,63,0,,,,D,,15
515,541,3,B,1,0,0,,,,3.868012299761176,,2023-09-14 09:18:53.034795,2123,63,0,,,,B,,16
516,542,4,D,1,0,1,A,0.0,D,9.551590230315924,6.427525098435581,2023-09-14 09:19:02.649815,759,63,1,0.0,0.0,0.0,D,0.0,17
517,543,5,D,0,0,0,,,,5.4780086716637015,,2023-09-14 09:19:08.205591,2255,63,0,,,,C,,18
518,544,3,D,1,0,0,,,,5.778348020277917,,2023-09-14 09:19:15.128526,378,63,0,,,,D,,19
519,545,4,C,0,0,1,C,0.0,D,4.948750080540776,2.4192837523296475,2023-09-14 09:19:20.145019,1175,63,1,1.0,1.0,1.0,D,1.0,20
520,546,3,C,1,0,0,,,,3.1459048707038164,,2023-09-14 09:19:24.530440,415,63,0,,,,C,,21
521,547,4,C,1,0,0,,,,3.0108259692788124,,2023-09-14 09:19:27.609793,1613,63,0,,,,C,,22
522,548,5,A,0,0,0,,,,9.724381568841636,,2023-09-14 09:19:37.390489,1458,63,0,,,,D,,23
523,549,3,A,1,0,0,,,,2.273572275415063,,2023-09-14 09:19:40.820053,2282,63,0,,,,A,,24
524,550,4,A,1,0,1,C,0.0,A,8.279366501607,2.597685710527003,2023-09-14 09:19:49.184060,2115,63,1,0.0,0.0,0.0,A,0.0,25
525,551,5,A,0,0,0,,,,4.758161101490259,,2023-09-14 09:19:54.024557,288,63,0,,,,B,,26
526,552,3,A,1,0,0,,,,2.3969881581142545,,2023-09-14 09:19:57.836868,1344,63,0,,,,A,,27
527,553,4,D,1,0,1,C,0.0,D,5.956219089217484,2.3191715516149998,2023-09-14 09:20:03.854377,2538,63,1,0.0,0.0,0.0,D,0.0,28
528,554,5,A,1,0,1,C,0.0,A,5.763127547688782,1.8083282299339771,2023-09-14 09:20:09.696495,2996,63,1,0.0,0.0,0.0,A,0.0,29
529,555,6,A,0,0,1,C,1.0,A,5.340284827165306,1.5388407297432423,2023-09-14 09:20:15.119649,780,63,1,0.0,0.0,0.0,C,0.0,30
530,556,3,C,0,0,0,,,,6.752514858730137,,2023-09-14 09:20:22.949474,491,63,0,,,,A,,31
531,557,3,D,1,0,1,D,1.0,B,32.67165888566524,2.011166861280799,2023-09-14 09:20:56.953046,1739,63,1,1.0,1.0,1.0,D,0.0,32
532,558,4,C,1,0,1,C,1.0,D,8.167212288826704,1.9332269551232457,2023-09-14 09:21:05.197838,494,63,1,1.0,1.0,1.0,C,0.0,33
533,559,5,A,1,0,0,,,,7.3433881076052785,,2023-09-14 09:21:12.602451,2576,63,0,,,,A,,34
534,560,6,C,1,1,0,C,1.0,,5.301471371203661,2.4375608591362834,2023-09-14 09:21:17.963855,801,63,1,,,1.0,C,,35
535,561,7,D,1,1,0,D,1.0,,5.334756823256612,1.957011915743351,2023-09-14 09:21:23.353185,2,63,1,,,1.0,D,,36
536,562,8,C,1,0,1,C,1.0,B,11.423663523979485,8.334352493286133,2023-09-14 09:22:17.759854,1141,63,1,1.0,1.0,1.0,C,0.0,37
537,563,9,B,1,0,0,,,,2.6801328426226974,,2023-09-14 09:22:20.508747,2365,63,0,,,,B,,38
538,564,10,C,0,0,0,,,,2.385559561662376,,2023-09-14 09:22:22.950715,1083,63,0,,,,B,,39
539,565,1,C,1,0,1,B,0.0,C,82.2614213861525,67.97108749952167,2023-09-14 09:28:15.081753,1963,64,1,0.0,0.0,0.0,C,0.0,0
540,566,2,C,1,1,0,C,1.0,,205.30427859630436,46.31118461396545,2023-09-14 09:31:40.478445,2688,64,1,,,1.0,C,,1
541,567,1,D,1,0,1,D,1.0,C,123.26010470557958,12.158009166829288,2023-09-14 09:32:27.509023,195,66,1,1.0,1.0,1.0,D,0.0,0
542,568,2,C,0,0,0,,,,8.729795848019421,,2023-09-14 09:32:36.334884,1817,66,0,,,,B,,1
543,569,3,B,1,1,0,C,0.0,,88.25421227421612,73.29644707031548,2023-09-14 09:33:08.848593,3025,64,1,,,0.0,B,,2
544,570,4,C,0,0,0,,,,55.442832570523024,,2023-09-14 09:34:04.376398,2178,64,0,,,,A,,3
545,571,3,A,1,0,0,,,,24.16114986781031,,2023-09-14 09:34:37.784537,879,64,0,,,,A,,4
546,572,4,D,0,0,0,,,,27.5237555494532,,2023-09-14 09:35:05.402042,1346,64,0,,,,B,,5
547,573,3,B,1,0,1,D,0.0,B,92.072121437639,78.9236958893016,2023-09-14 09:36:56.736564,1103,64,1,0.0,0.0,0.0,B,0.0,6
548,574,4,C,1,0,0,,,,36.080004246905446,,2023-09-14 09:37:32.896275,1320,64,0,,,,C,,7
549,575,5,B,1,0,0,,,,79.47727013193071,,2023-09-14 09:38:52.428253,1130,64,0,,,,B,,8
550,576,1,A,1,0,1,B,0.0,A,27.03956579975784,16.76385836303234,2023-09-14 09:40:55.553552,2597,67,1,0.0,0.0,0.0,A,0.0,0
551,577,2,C,0,1,0,C,0.0,,12.252310619689524,4.97534495126456,2023-09-14 09:41:07.878186,524,67,1,,,1.0,B,,1
552,578,1,A,0,1,0,B,1.0,,15.7275067307055,6.676963427104056,2023-09-14 09:41:30.519207,2388,67,1,,,0.0,B,,2
553,579,1,D,0,0,1,B,1.0,D,12.234710703603923,4.765499682165682,2023-09-14 09:41:45.296602,2239,67,1,0.0,0.0,0.0,B,0.0,3
554,580,1,C,1,0,0,,,,23.5467571541667,,2023-09-14 09:42:10.364597,2824,67,0,,,,C,,4
555,581,2,B,1,1,0,B,1.0,,31.974240610376,26.956972301006317,2023-09-14 09:42:42.412293,2891,67,1,,,1.0,B,,5
556,582,1,A,0,0,1,A,0.0,D,59.502582892775536,12.740317299030721,2023-09-14 09:43:05.351254,2642,68,1,1.0,1.0,1.0,D,1.0,0
557,583,1,A,0,0,1,A,0.0,D,59.574069717898965,12.811803814023733,2023-09-14 09:43:05.455692,2642,68,1,1.0,1.0,1.0,D,1.0,1
558,584,3,D,0,1,0,D,0.0,,25.06870604213327,20.144700075499713,2023-09-14 09:43:07.596992,2277,67,1,,,1.0,B,,6
559,585,6,D,1,1,0,D,1.0,,259.1971685970202,122.00883640348911,2023-09-14 09:43:11.679862,1004,64,1,,,1.0,D,,9
560,586,7,C,1,0,0,,,,7.3299239771440625,,2023-09-14 09:43:19.086948,2495,64,0,,,,C,,10
561,587,3,D,0,0,1,C,1.0,D,17.448711435310543,3.8129971036687493,2023-09-14 09:43:27.089393,994,67,1,0.0,0.0,0.0,C,0.0,7
562,588,1,D,0,0,0,,,,14.14314145874232,,2023-09-14 09:43:39.338796,2026,69,0,,,,C,,0
563,589,3,D,0,1,0,C,0.0,,29.135491613298655,15.067043915390968,2023-09-14 09:43:57.573169,488,67,1,,,0.0,B,,8
564,590,1,C,1,0,0,,,,15.086907501332462,,2023-09-14 09:43:59.394256,2018,69,0,,,,C,,1
565,591,2,A,0,0,1,A,0.0,C,21.411268121562898,6.391203812323511,2023-09-14 09:44:20.894115,1893,69,1,1.0,1.0,1.0,B,0.0,2
566,592,1,C,0,0,1,B,1.0,C,12.130763933993876,6.412411717697978,2023-09-14 09:44:39.560997,2499,69,1,0.0,0.0,0.0,B,0.0,3
567,593,1,D,1,0,1,D,1.0,A,8.891842381097376,3.8881148053333163,2023-09-14 09:44:50.429555,2479,69,1,1.0,1.0,1.0,D,0.0,4
568,594,8,B,0,1,0,B,0.0,,27.6421086397022,16.541184755973518,2023-09-14 09:45:13.278587,1748,64,1,,,1.0,D,,11
569,595,2,C,1,0,1,D,0.0,C,27.08225359208882,12.873730866238475,2023-09-14 09:45:17.585508,1056,69,1,0.0,0.0,0.0,C,0.0,5
570,596,3,B,0,0,0,,,,8.335496143437922,,2023-09-14 09:45:26.040611,776,69,0,,,,A,,6
571,597,1,D,1,0,1,D,1.0,A,34.24514664616436,10.36430193297565,2023-09-14 09:54:12.966891,982,70,1,1.0,1.0,1.0,D,0.0,0
572,598,2,D,0,0,1,D,0.0,C,17.47854665759951,5.527970903553069,2023-09-14 09:54:30.507375,2010,70,1,1.0,1.0,1.0,C,1.0,1
573,599,1,D,1,0,0,,,,22.759473563171923,,2023-09-14 09:55:42.324189,1929,72,0,,,,D,,0
574,600,2,A,0,0,1,A,0.0,D,10.942719991318882,5.2618710389360785,2023-09-14 09:55:53.354363,1459,72,1,1.0,1.0,1.0,C,0.0,1
575,601,1,A,0,0,1,A,0.0,C,197.16388141177595,66.36064253468066,2023-09-14 09:57:07.886663,2204,71,1,1.0,1.0,1.0,C,1.0,0
576,602,1,B,0,0,0,,,,13.982127234339714,,2023-09-14 09:57:31.366971,1405,71,0,,,,C,,1
577,603,1,A,1,0,0,,,,109.32310885749757,,2023-09-14 10:00:11.861158,2074,73,0,,,,A,,0
578,604,2,D,1,0,0,,,,342.0338449534029,,2023-09-14 10:05:53.977100,3003,73,0,,,,D,,1
579,605,3,B,1,0,1,D,0.0,B,159.45087926555425,5.983392674475908,2023-09-14 10:08:33.548860,2000,73,1,0.0,0.0,0.0,B,0.0,2
580,606,4,D,1,0,0,,,,59.927590624429286,,2023-09-14 10:09:33.554381,410,73,0,,,,D,,3
581,607,5,D,1,0,0,,,,96.59623738005757,,2023-09-14 10:11:10.215055,682,73,0,,,,D,,4
582,608,6,C,1,0,1,D,0.0,C,126.19433047994971,29.831140905618668,2023-09-14 10:13:16.496573,1544,73,1,0.0,0.0,0.0,C,0.0,5
583,609,7,A,1,0,0,,,,69.37382318358868,,2023-09-14 10:14:25.935615,2144,73,0,,,,A,,6
584,610,1,A,1,0,0,,,,9.02495260257274,,2023-09-14 10:14:26.557364,132,74,0,,,,A,,0
585,611,1,B,1,1,0,B,1.0,,26.187706681899726,7.757705807685852,2023-09-14 10:15:42.555971,900,75,1,,,1.0,B,,0
586,612,2,A,0,1,0,C,1.0,,86.22329863067716,33.91667555179447,2023-09-14 10:15:52.841020,175,74,1,,,0.0,C,,1
587,613,1,A,1,0,1,B,0.0,A,15.738929143175483,5.973890313878655,2023-09-14 10:16:15.343572,805,74,1,0.0,0.0,0.0,A,0.0,2
588,614,2,A,0,0,1,A,0.0,C,39.78737673163414,9.202349310740829,2023-09-14 10:16:22.423663,1248,75,1,1.0,1.0,1.0,C,1.0,1
589,615,2,B,1,0,1,A,0.0,B,24.907613593153656,2.3636061809957027,2023-09-14 10:16:40.399189,2675,74,1,0.0,0.0,0.0,B,0.0,3
590,616,3,C,0,0,0,,,,13.183423680253327,,2023-09-14 10:16:53.717443,1572,74,0,,,,B,,4
591,617,3,B,1,0,0,,,,8.174867087043822,,2023-09-14 10:17:05.733019,721,74,0,,,,B,,5
592,618,4,C,1,0,1,B,0.0,C,10.828992205671966,2.6043610563501716,2023-09-14 10:17:16.676527,652,74,1,0.0,0.0,0.0,C,0.0,6
593,619,5,A,1,0,1,B,0.0,A,6.125024659559131,1.9920803783461452,2023-09-14 10:17:22.874828,1086,74,1,0.0,0.0,0.0,A,0.0,7
594,620,6,D,1,0,0,,,,6.961443808861077,,2023-09-14 10:17:29.913184,110,74,0,,,,D,,8
595,621,7,C,1,1,0,C,1.0,,33.125029974617064,16.072195478715003,2023-09-14 10:18:03.111189,1039,74,1,,,1.0,C,,9
596,622,8,C,0,0,1,B,1.0,C,9.155182603746653,1.765406733378768,2023-09-14 10:18:47.342982,809,74,1,0.0,0.0,0.0,B,0.0,10
597,623,8,A,0,0,1,B,1.0,A,11.412458835169673,1.2415791051462293,2023-09-14 10:19:02.353368,2917,74,1,0.0,0.0,0.0,B,0.0,11
598,624,8,B,1,0,1,A,0.0,B,11.052602806128561,5.275258362293243,2023-09-14 10:19:15.023998,1482,74,1,0.0,0.0,0.0,B,0.0,12
599,625,1,B,1,0,0,,,,13.571507392451167,,2023-09-14 10:19:16.746879,1281,76,0,,,,B,,0
600,626,9,C,1,0,0,,,,20.949871957302094,,2023-09-14 10:19:36.057258,720,74,0,,,,C,,13
601,627,10,A,0,0,1,D,0.0,A,20.614603280089796,1.974870697595179,2023-09-14 10:19:56.763585,1525,74,1,0.0,0.0,0.0,B,0.0,14
602,628,8,C,0,0,0,,,,5.486864416860044,,2023-09-14 10:20:03.761249,1748,74,0,,,,D,,15
603,629,2,D,1,1,0,D,1.0,,61.749455977231264,45.22906435094774,2023-09-14 10:20:18.549138,1353,76,1,,,1.0,D,,1
604,630,8,D,1,0,1,A,0.0,D,14.689095289446414,1.7344765467569232,2023-09-14 10:20:19.769332,2382,74,1,0.0,0.0,0.0,D,0.0,16
605,631,9,C,1,0,1,B,0.0,C,10.617273027077317,1.4966061674058437,2023-09-14 10:20:30.451739,1659,74,1,0.0,0.0,0.0,C,0.0,17
606,632,3,C,1,0,1,B,0.0,C,27.35793229751289,11.444726372137666,2023-09-14 10:20:46.036895,2728,76,1,0.0,0.0,0.0,C,0.0,2
607,633,10,D,0,0,1,B,0.0,D,31.6048296764493,1.6642929585650563,2023-09-14 10:21:02.133768,245,74,1,0.0,0.0,0.0,A,0.0,18
608,634,8,D,1,0,1,A,0.0,D,7.945009388029575,1.5864517325535417,2023-09-14 10:21:11.491331,2848,74,1,0.0,0.0,0.0,D,0.0,19
609,635,9,C,0,0,0,,,,8.576804481446743,,2023-09-14 10:21:20.149608,2038,74,0,,,,B,,20
610,636,8,A,0,0,0,,,,15.73380084335804,,2023-09-14 10:21:37.481470,2673,74,0,,,,C,,21
611,637,8,B,0,0,0,,,,12.270973432809114,,2023-09-14 10:21:51.064980,2861,74,0,,,,C,,22
612,638,8,A,1,0,1,B,0.0,A,6.848204848356545,2.7157375970855355,2023-09-14 10:21:59.261888,2458,74,1,0.0,0.0,0.0,A,0.0,23
613,639,4,B,0,1,0,B,0.0,,81.81747728772461,55.57473762240261,2023-09-14 10:22:07.960163,1695,76,1,,,1.0,C,,3
614,640,9,B,1,0,0,,,,10.376447476446629,,2023-09-14 10:22:09.694169,681,74,0,,,,B,,24
615,641,10,B,1,0,1,D,0.0,B,21.642159360460937,1.2028943439945579,2023-09-14 10:22:31.425407,1273,74,1,0.0,0.0,0.0,B,0.0,25
616,642,11,A,0,0,1,D,0.0,A,22.106348315253854,2.772654514759779,2023-09-14 10:22:53.583296,62,74,1,0.0,0.0,0.0,C,0.0,26
617,643,8,B,1,0,1,D,0.0,B,9.661967027001083,1.492403487674892,2023-09-14 10:23:04.380796,2509,74,1,0.0,0.0,0.0,B,0.0,27
618,644,9,A,0,0,1,C,1.0,A,8.292213334701955,1.377944708801806,2023-09-14 10:23:12.730080,2169,74,1,0.0,0.0,0.0,C,0.0,28
619,645,8,A,0,0,0,,,,8.365988953970373,,2023-09-14 10:23:22.156493,2886,74,0,,,,C,,29
620,646,8,B,1,0,0,,,,5.161652606911957,,2023-09-14 10:23:28.546696,1434,74,0,,,,B,,30
621,647,9,C,1,0,0,,,,7.309766290709376,,2023-09-14 10:23:35.935771,1408,74,0,,,,C,,31
622,648,10,A,0,0,1,D,0.0,A,16.103233894333243,1.4378401059657335,2023-09-14 10:23:52.152217,1755,74,1,0.0,0.0,0.0,C,0.0,32
623,649,8,A,0,0,1,C,1.0,A,40.76255654543638,1.7779048206284642,2023-09-14 10:24:34.116406,1009,74,1,0.0,0.0,0.0,C,0.0,33
624,650,8,A,0,0,1,D,1.0,A,11.474520858377218,1.5952352182939649,2023-09-14 10:24:46.840737,1072,74,1,0.0,0.0,0.0,D,0.0,34
625,651,3,D,0,1,0,A,0.0,,158.1095432639122,94.95855002012104,2023-09-14 10:24:54.629756,2206,76,1,,,0.0,C,,4
626,652,8,A,0,0,1,B,1.0,A,11.538389081135392,1.592745286412537,2023-09-14 10:24:59.412057,707,74,1,0.0,0.0,0.0,B,0.0,35
627,653,8,A,0,0,0,,,,7.263745721429586,,2023-09-14 10:25:07.798539,966,74,0,,,,B,,36
628,654,8,C,1,0,1,B,0.0,C,10.141467785462737,1.8628698559477925,2023-09-14 10:25:19.250401,2376,74,1,0.0,0.0,0.0,C,0.0,37
629,655,9,D,1,0,1,C,0.0,D,17.470168528147042,1.8490318041294813,2023-09-14 10:25:36.792549,1870,74,1,0.0,0.0,0.0,D,0.0,38
630,656,1,B,1,0,0,,,,8.095271319150925,,2023-09-14 10:26:02.485970,1326,77,0,,,,B,,0
631,657,2,B,1,0,0,,,,6.404761945828795,,2023-09-14 10:26:08.952348,2441,77,0,,,,B,,1
632,658,3,A,1,0,0,,,,17.688674233853817,,2023-09-14 10:26:26.735913,1999,77,0,,,,A,,2
633,659,4,D,1,0,0,,,,17.724177435971797,,2023-09-14 10:26:44.526359,1979,77,0,,,,D,,3
634,660,10,C,1,0,0,,,,68.09599122684449,,2023-09-14 10:26:44.994678,172,74,0,,,,C,,39
635,661,11,A,1,0,0,,,,21.445455455221236,,2023-09-14 10:27:06.497284,2417,74,0,,,,A,,40
636,662,12,B,0,1,0,B,0.0,,36.767202189192176,28.189290184527636,2023-09-14 10:27:43.319183,1436,74,1,,,1.0,C,,41
637,663,8,B,1,0,0,,,,7.622146584093571,,2023-09-14 10:27:52.493056,1467,74,0,,,,B,,42
638,664,5,D,1,1,0,D,1.0,,69.15043740998954,34.79998797271401,2023-09-14 10:27:53.760336,2712,77,1,,,1.0,D,,4
639,665,9,D,0,0,1,A,1.0,D,9.393078424036503,1.7639545938000083,2023-09-14 10:28:01.954856,2609,74,1,0.0,0.0,0.0,A,0.0,43
640,666,8,D,0,0,1,B,1.0,D,16.74068869277835,1.2679133545607328,2023-09-14 10:28:19.815184,554,74,1,0.0,0.0,0.0,B,0.0,44
641,667,8,C,0,0,0,,,,9.295613744296134,,2023-09-14 10:28:30.228520,1317,74,0,,,,B,,45
642,668,8,B,1,0,1,C,0.0,B,5.437215119600296,1.7050321185961366,2023-09-14 10:28:36.850734,609,74,1,0.0,0.0,0.0,B,0.0,46
643,669,9,C,1,0,0,,,,14.376141952350736,,2023-09-14 10:28:51.298066,816,74,0,,,,C,,47
644,670,10,C,1,0,1,B,0.0,C,8.738703698851168,1.472513347864151,2023-09-14 10:29:00.090788,1674,74,1,0.0,0.0,0.0,C,0.0,48
645,671,6,A,1,1,0,A,1.0,,66.34300972055644,10.072965357452631,2023-09-14 10:29:00.193209,754,77,1,,,1.0,A,,5
646,672,11,C,1,0,0,,,,10.503516013734043,,2023-09-14 10:29:10.658816,1652,74,0,,,,C,,49
647,673,7,A,1,0,1,D,0.0,A,21.494071162305772,8.949166983366013,2023-09-14 10:29:21.753354,2921,77,1,0.0,0.0,0.0,A,0.0,6
648,674,12,D,0,0,1,A,1.0,D,21.032939518801868,1.709358463063836,2023-09-14 10:29:31.758472,1781,74,1,0.0,0.0,0.0,A,0.0,50
649,675,8,C,1,0,1,A,0.0,C,9.516328143887222,1.489475973881781,2023-09-14 10:29:42.491588,1842,74,1,0.0,0.0,0.0,C,0.0,51
650,676,9,C,1,0,1,D,0.0,C,17.85859316121787,1.525005105882883,2023-09-14 10:30:00.425769,2761,74,1,0.0,0.0,0.0,C,0.0,52
651,677,10,C,0,0,1,B,0.0,C,12.380630900152028,1.522656762972474,2023-09-14 10:30:12.880552,2353,74,1,0.0,0.0,0.0,A,0.0,53
652,678,8,B,0,0,0,,,,10.712788267061114,,2023-09-14 10:30:24.715466,2502,74,0,,,,D,,54
653,679,1,C,1,0,0,,,,23.62422643508762,,2023-09-14 10:31:33.689348,1416,79,0,,,,C,,0
654,680,8,D,1,0,1,D,1.0,B,120.19343309290707,70.7974771913141,2023-09-14 10:32:13.745430,627,77,1,1.0,1.0,1.0,D,0.0,7
655,681,9,B,1,1,0,B,1.0,,97.25741671677679,26.735677046701312,2023-09-14 10:33:51.113504,219,77,1,,,1.0,B,,8
656,682,10,A,0,0,1,A,0.0,D,106.78642088454217,39.015112961642444,2023-09-14 10:35:38.121398,2406,77,1,1.0,1.0,1.0,B,0.0,9
657,683,8,C,1,0,0,,,,10.235225276090205,,2023-09-14 10:35:52.196551,1254,77,0,,,,C,,10
658,684,9,C,1,0,1,D,0.0,C,16.346237462945282,7.256571303121746,2023-09-14 10:36:08.606958,853,77,1,0.0,0.0,0.0,C,0.0,11
659,685,1,B,1,0,0,,,,22.964332004077733,,2023-09-14 10:36:29.600885,1831,80,0,,,,B,,0
660,686,2,D,0,0,1,D,0.0,C,43.53042127471417,8.206012763082981,2023-09-14 10:37:13.433832,1842,80,1,1.0,1.0,1.0,C,1.0,1
661,687,1,A,1,0,0,,,,19.15630467236042,,2023-09-14 10:37:37.854237,1676,80,0,,,,A,,2
662,688,10,C,1,1,0,C,1.0,,92.69624213967472,24.95245683938265,2023-09-14 10:37:41.368554,387,77,1,,,1.0,C,,12
663,689,2,C,1,0,0,,,,28.328835275024176,,2023-09-14 10:38:06.233768,207,80,0,,,,C,,3
664,690,11,C,1,0,1,D,0.0,C,30.509135563857853,10.718865159898996,2023-09-14 10:38:11.936855,2361,77,1,0.0,0.0,0.0,C,0.0,13
665,691,3,D,1,0,0,,,,16.178763655014336,,2023-09-14 10:38:22.488194,1175,80,0,,,,D,,4
666,692,1,A,0,1,0,A,0.0,,32.27055286243558,18.762435919605196,2023-09-14 10:38:54.042817,544,81,1,,,1.0,C,,0
667,693,4,B,1,0,1,D,0.0,B,32.60388373024762,25.058440651744604,2023-09-14 10:38:55.150004,1563,80,1,0.0,0.0,0.0,B,0.0,5
668,694,5,C,1,0,0,,,,48.916578168049455,,2023-09-14 10:39:44.143159,2238,80,0,,,,C,,6
669,695,12,C,1,1,0,C,1.0,,107.9195715924725,42.075818489305675,2023-09-14 10:39:59.918691,1799,77,1,,,1.0,C,,14
670,696,6,B,1,0,1,A,0.0,B,27.51916978135705,3.574913348071277,2023-09-14 10:40:11.783924,1903,80,1,0.0,0.0,0.0,B,0.0,7
671,697,7,B,1,0,1,A,0.0,B,36.82819454278797,6.617253582924604,2023-09-14 10:40:48.693135,1317,80,1,0.0,0.0,0.0,B,0.0,8
672,698,8,D,0,0,1,A,1.0,D,1125.9924418749288,5.422876819036901,2023-09-14 10:49:11.947281,2351,74,1,0.0,0.0,0.0,A,0.0,55
673,699,1,D,1,0,0,,,,94.81420816108584,,2023-09-14 11:00:00.214739,2963,82,0,,,,D,,0
674,700,2,B,0,0,0,,,,6.814096070826054,,2023-09-14 11:00:07.092246,2968,82,0,,,,A,,1
675,701,1,C,1,0,1,B,0.0,C,23.98413200955838,1.534727574326098,2023-09-14 11:00:32.264085,1500,82,1,0.0,0.0,0.0,C,0.0,2
676,702,2,C,0,0,1,C,0.0,B,8.989292005077004,2.5386728579178452,2023-09-14 11:00:41.323974,206,82,1,1.0,1.0,1.0,B,1.0,3
677,703,1,A,0,0,1,D,1.0,B,10.3164505334571,1.5258610974997282,2023-09-14 11:00:52.839923,1455,82,1,1.0,0.0,0.0,D,0.0,4
678,704,1,B,1,0,0,,,,16.159374588169158,,2023-09-14 11:02:48.096316,2819,84,0,,,,B,,0
679,705,2,C,1,0,0,,,,38.77613533008844,,2023-09-14 11:03:26.950196,1268,84,0,,,,C,,1
